Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AM_18M_F10	AM_18M_F10_P
ENSMUSG00000000028	Cdc45	cell division cycle 45	15.191392365	0.191392365214939	14.944895039677872	3.69644673908515	23.472880910907794
ENSMUSG00000000056	Narf	nuclear prelamin A recognition factor	10.993152268	0.9931522682976878	14.18324767486776	3.9135312064687	23.54518310636261
ENSMUSG00000000058	Cav2	caveolin 2	5.115437082	0.11543708240739038	12.953105150591341	6.75534042813872	24.934468879034025
ENSMUSG00000000078	Klf6	Kruppel-like factor 6	12.048711660999999	0.04871166053469842	13.121533517340032	8.72088612852631	26.02104990341956
ENSMUSG00000000085	Scmh1	sex comb on midleg homolog 1	3.769721958	0.7697219580612675	16.930471704231547	3.8589959098742206	23.330416042301103
ENSMUSG00000000127	Fer	fer (fms/fps related) protein kinase	16.67396142	0.6739614195253594	17.893420043921253	3.79602203959666	23.300861912916687
ENSMUSG00000000131	Xpo6	exportin 6	6.867366904	0.8673669039582448	16.592018976402713	6.61370765286359	23.63936746127623
ENSMUSG00000000134	Tfe3	transcription factor E3	19.045423738	0.045423738493619234	13.625937099538461	6.28276501613442	24.406947116758708
ENSMUSG00000000148	Brat1	BRCA1-associated ATM activator 1	4.926746059	0.9267460588912608	13.810571634741146	5.36578013942	23.912469571741447
ENSMUSG00000000149	Gna12	guanine nucleotide binding protein, alpha 12	4.927287599	0.9272875985305176	16.136170073426182	6.51107260645392	23.726551996351567
ENSMUSG00000000154	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	6.986558688	0.9865586881935776	14.64374347482167	4.111484238364	23.503494832834843
ENSMUSG00000000171	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	8.406116135	0.4061161348948607	12.863992637170805	6.75809756219877	24.970053223274363
ENSMUSG00000000184	Ccnd2	cyclin D2	5.849082478	0.8490824778341021	14.722327264280164	8.897131038761	25.493637416573552
ENSMUSG00000000194	Gpr107	G protein-coupled receptor 107	1.171242619	0.1712426193717816	16.020176964696535	6.49849370718986	23.754457515758716
ENSMUSG00000000204	Slfn4	schlafen 4	10.681364419	0.6813644191536868	13.875557388803728	5.9507426401411605	24.15303839353184
ENSMUSG00000000244	Tspan32	tetraspanin 32	6.983298339	0.9832983386119636	13.833483105659585	4.65049680063491	23.686984896784054
ENSMUSG00000000247	Lhx2	LIM homeobox protein 2	1.210608028	0.2106080281133236	14.894249362864231	1.98866711753906	23.645952271375503
ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase	10.491540805	0.4915408053058004	16.21133699091777	1.05164098781662	23.52329555735456
ENSMUSG00000000325	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	15.187130095	0.18713009545232714	15.845833042278075	2.63660348853778	23.49880678202213
ENSMUSG00000000339	Rtca	RNA 3'-terminal phosphate cyclase	2.727935631	0.7279356313384281	14.232196050698201	4.51107260645392	23.59686041492178
ENSMUSG00000000346	Dazap2	DAZ associated protein 2	14.96707508	0.967075080049308	12.401946123976536	8.54611246600072	26.21658017372667
ENSMUSG00000000365	Rnf17	ring finger protein 17	13.452063987999999	0.4520639877374821	16.901845030201912	2.5736296182602096	23.439761474656247
ENSMUSG00000000386	Mx1	MX dynamin-like GTPase 1	15.992334649000002	0.9923346491287736	13.954196310386875	6.8928439518886515	24.639766689703432
ENSMUSG00000000420	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1	17.267313953	0.2673139532356936	16.31405211919332	6.281409239806299	23.59916470544599
ENSMUSG00000000439	Mkrn2	makorin, ring finger protein, 2	5.772104513	0.7721045134833016	14.338875632131565	3.05164098781662	23.56416030886408
ENSMUSG00000000440	Pparg	peroxisome proliferator activated receptor gamma	5.770858405	0.7708584048679741	16.982013149892126	7.414931872241159	23.866277460392375
ENSMUSG00000000441	Raf1	v-raf-leukemia viral oncogene 1	5.772338845	0.7723388450538988	15.837825009196694	7.241465546696639	24.147940220753906
ENSMUSG00000000489	Pdgfb	platelet derived growth factor, B polypeptide	14.768959937	0.7689599373570822	14.221511601331745	2.95074264014116	23.584145326426253
ENSMUSG00000000530	Acvrl1	activin A receptor, type II-like 1	14.972062158	0.9720621583135968	14.037375357763239	6.45324298067034	24.361035633150014
ENSMUSG00000000531	Grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	14.97294201	0.9729420098874814	13.064742764750257	1.3657801394200102	23.973836616782908
ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B	14.972609490999998	0.9726094909075932	15.273832015733669	7.05475630799683	24.2471021406961
ENSMUSG00000000552	Zfp385a	zinc finger protein 385A	14.993111634000002	0.9931116338295785	14.677169057716116	6.632523307313781	24.23642869904761
ENSMUSG00000000562	Adora3	adenosine A3 receptor	2.661647736	0.6616477363613824	15.216291155757055	1.32856870574754	23.665110664237993
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor	10.141407421	0.1414074205515198	13.501464025860455	4.9135312064687	23.820007240512112
ENSMUSG00000000600	Krit1	KRIT1, ankyrin repeat containing	4.02518775	0.025187749592181456	15.371095967259532	4.32856870574754	23.43290494837613
ENSMUSG00000000605	Clcn4	chloride channel, voltage-sensitive 4	6.050134122999999	0.0501341230357157	14.178509245652183	7.0761299587894	24.661747123358854
ENSMUSG00000000682	Cd52	CD52 antigen	3.85675279	0.8567527897403097	13.625023856880407	7.3809845403178205	25.06192314533903
ENSMUSG00000000693	Loxl3	lysyl oxidase-like 3	5.5545965210000015	0.5545965211458798	14.166555407191236	1.32856870574754	23.817301455085513
ENSMUSG00000000708	Kat2b	K(lysine) acetyltransferase 2B	16.564494484	0.5644944836871879	16.691784405127613	5.49849370718986	23.346193309716057
ENSMUSG00000000732	Icosl	icos ligand	9.597395552	0.5973955521004543	13.834767301405412	5.61370765286359	24.008521732452913
ENSMUSG00000000738	Spg7	SPG7, paraplegin matrix AAA peptidase subunit	7.951152992999999	0.9511529926693963	15.08754571427451	5.86637174052746	23.776742905589128
ENSMUSG00000000759	Tubgcp3	tubulin, gamma complex associated protein 3	7.097705904	0.09770590403970944	15.8230437518722	4.9188391604216	23.41598780280712
ENSMUSG00000000776	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D	13.563969868	0.5639698675069441	12.19537220740274	3.3657801394200004	23.747679614581305
ENSMUSG00000000794	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	2.559846458	0.5598464580783965	17.241610812468505	7.98237832537951	24.08020021853553
ENSMUSG00000000804	Usp32	ubiquitin specific peptidase 32	10.696760564	0.6967605638752135	17.24858545953086	6.1558783577224405	23.353555388951634
ENSMUSG00000000805	Car4	carbonic anhydrase 4	10.69593828	0.6959382800536846	13.011576703176177	9.16857620755399	26.26362079164949
ENSMUSG00000000811	Txnrd3	thioredoxin reductase 3	5.598783403	0.5987834025502364	14.944940780710546	1.11148423836399	23.71806200941632
ENSMUSG00000000823	Zfp512b	zinc finger protein 512B	1.997112944	0.9971129444174796	13.385323176175872	4.53570514086232	23.735737411379883
ENSMUSG00000000915	Hip1r	huntingtin interacting protein 1 related	4.816609155	0.8166091549938617	14.962624932457455	4.9135312064687	23.549326403679615
ENSMUSG00000000916	Nsun5	NOL1/NOP2/Sun domain family, member 5	4.891584027	0.8915840270066357	12.742309436084	4.28140923980631	23.78027331271054
ENSMUSG00000000934	Top1mt	DNA topoisomerase 1, mitochondrial	14.727270640999999	0.7272706411734647	14.409722399675262	2.36578013942	23.643792528952535
ENSMUSG00000000957	Mmp14	matrix metallopeptidase 14 (membrane-inserted)	13.435848759	0.4358487586500047	13.747353829478062	3.63660348853778	23.584696776569455
