Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AT2_04M_F10	AT2_04M_F10_P
ENSMUSG00000000028	Cdc45	cell division cycle 45	15.191392365	0.191392365214939	14.944895039677872	1.75266934331931	24.134269196039217
ENSMUSG00000000056	Narf	nuclear prelamin A recognition factor	10.993152268	0.9931522682976878	14.18324767486776	4.249110191829431	24.001731649472934
ENSMUSG00000000058	Cav2	caveolin 2	5.115437082	0.11543708240739038	12.953105150591341	6.1137548267962085	25.12687855395878
ENSMUSG00000000078	Klf6	Kruppel-like factor 6	12.048711660999999	0.04871166053469842	13.121533517340032	6.79572800813336	25.49045298984837
ENSMUSG00000000085	Scmh1	sex comb on midleg homolog 1	3.769721958	0.7697219580612675	16.930471704231547	5.240319266223019	23.64186828404375
ENSMUSG00000000126	Wnt9a	wingless-type MMTV integration site family, member 9A	10.485902722	0.4859027223900472	14.700439718141093	1.84550625453342	24.115910323011715
ENSMUSG00000000127	Fer	fer (fms/fps related) protein kinase	16.67396142	0.6739614195253594	17.893420043921253	3.1903295299671	23.810653520434716
ENSMUSG00000000131	Xpo6	exportin 6	6.867366904	0.8673669039582448	16.592018976402713	5.735153219643309	23.784998032788668
ENSMUSG00000000134	Tfe3	transcription factor E3	19.045423738	0.045423738493619234	13.625937099538461	5.334606643001219	24.450976526599323
ENSMUSG00000000142	Axin2	axin 2	10.892310754	0.8923107540444992	14.893396342087943	4.84650611697543	23.96140603527751
ENSMUSG00000000148	Brat1	BRCA1-associated ATM activator 1	4.926746059	0.9267460588912608	13.810571634741146	4.11019240191437	24.04421732318258
ENSMUSG00000000149	Gna12	guanine nucleotide binding protein, alpha 12	4.927287599	0.9272875985305176	16.136170073426182	5.53928183735951	23.838892956398666
ENSMUSG00000000154	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	6.986558688	0.9865586881935776	14.64374347482167	4.07626988065389	23.922356486035266
ENSMUSG00000000159	Igsf5	immunoglobulin superfamily, member 5	15.982036614	0.9820366144559971	17.322561952466355	5.71980952819674	23.64066586493062
ENSMUSG00000000167	Pih1d2	PIH1 domain containing 2	8.406285291	0.40628529081117226	12.906702732460797	2.35485893187715	24.022073946008202
ENSMUSG00000000171	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	8.406116135	0.4061161348948607	12.863992637170805	5.83748403718978	24.987956881604934
ENSMUSG00000000184	Ccnd2	cyclin D2	5.849082478	0.8490824778341021	14.722327264280164	6.42933367377466	24.61972162225264
ENSMUSG00000000194	Gpr107	G protein-coupled receptor 107	1.171242619	0.1712426193717816	16.020176964696535	6.43067530618538	24.16694956321316
ENSMUSG00000000204	Slfn4	schlafen 4	10.681364419	0.6813644191536868	13.875557388803728	0.662571008323276	23.984630125966298
ENSMUSG00000000216	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	6.837116719	0.8371167192430323	15.053077387099254	4.53682605712828	23.888263921673648
ENSMUSG00000000253	Gmpr	guanosine monophosphate reductase	12.378093359000001	0.3780933591179572	15.500468462953087	2.42830851248675	24.071229973124424
ENSMUSG00000000266	Mid2	midline 2	19.822750911	0.8227509106388767	16.65390868036994	4.96240418655195	23.66440756561549
ENSMUSG00000000276	Dgke	diacylglycerol kinase, epsilon	10.729432827	0.7294328272634361	14.950874800191977	4.11413319998392	23.884037489957755
ENSMUSG00000000278	Scpep1	serine carboxypeptidase 1	10.728521378	0.7285213783595579	14.940543015138166	6.39601303752603	24.520972292906976
ENSMUSG00000000282	Mnt	max binding protein	10.613014118999999	0.6130141186524923	13.853796870064917	4.95394057693246	24.232909858668815
ENSMUSG00000000290	Itgb2	integrin beta 2	9.59335081	0.5933508103099252	15.113742166049189	2.9000723880898898	23.995391626594802
ENSMUSG00000000296	Tpd52l1	tumor protein D52-like 1	9.240171152	0.2401711517747279	16.79337469512168	1.41573380151301	24.18733407446915
ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase	10.491540805	0.4915408053058004	16.21133699091777	0.236525930512984	24.136958409026494
ENSMUSG00000000305	Cdh4	cadherin 4	1.986588991	0.9865889914726896	18.801651528948394	2.48471752247985	23.8810821327718
ENSMUSG00000000325	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	15.187130095	0.18713009545232714	15.845833042278075	3.88051058422007	23.80732075494581
