Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AM_04M_F0	AM_04M_F0_P
ENSMUSG00000000028	Cdc45	cell division cycle 45	15.191392365	0.191392365214939	14.944895039677872	2.64919924550586	23.440926268542675
ENSMUSG00000000056	Narf	nuclear prelamin A recognition factor	10.993152268	0.9931522682976878	14.18324767486776	4.3294258719480805	23.470980619885886
ENSMUSG00000000058	Cav2	caveolin 2	5.115437082	0.11543708240739038	12.953105150591341	6.60588354699715	24.851128086184954
ENSMUSG00000000078	Klf6	Kruppel-like factor 6	12.048711660999999	0.04871166053469842	13.121533517340032	8.64111695834594	26.101459897394303
ENSMUSG00000000085	Scmh1	sex comb on midleg homolog 1	3.769721958	0.7697219580612675	16.930471704231547	3.1194279120446606	23.216514634993672
ENSMUSG00000000127	Fer	fer (fms/fps related) protein kinase	16.67396142	0.6739614195253594	17.893420043921253	3.66906027770439	23.146670743091576
ENSMUSG00000000131	Xpo6	exportin 6	6.867366904	0.8673669039582448	16.592018976402713	6.37504892523564	23.559891545619056
ENSMUSG00000000134	Tfe3	transcription factor E3	19.045423738	0.045423738493619234	13.625937099538461	6.23158134986716	24.380054675055764
ENSMUSG00000000149	Gna12	guanine nucleotide binding protein, alpha 12	4.927287599	0.9272875985305176	16.136170073426182	6.740974153377402	23.824165835685214
ENSMUSG00000000154	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	6.986558688	0.9865586881935776	14.64374347482167	4.43035846586225	23.417174264746006
ENSMUSG00000000171	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	8.406116135	0.4061161348948607	12.863992637170805	6.783112098836829	24.9991290433009
ENSMUSG00000000184	Ccnd2	cyclin D2	5.849082478	0.8490824778341021	14.722327264280164	7.886005839973722	25.014236908913006
ENSMUSG00000000194	Gpr107	G protein-coupled receptor 107	1.171242619	0.1712426193717816	16.020176964696535	6.30804074202811	23.680156339252143
ENSMUSG00000000204	Slfn4	schlafen 4	10.681364419	0.6813644191536868	13.875557388803728	1.33924686418836	23.50592173385913
ENSMUSG00000000244	Tspan32	tetraspanin 32	6.983298339	0.9832983386119636	13.833483105659585	5.26645041682115	23.820034568413394
ENSMUSG00000000247	Lhx2	LIM homeobox protein 2	1.210608028	0.2106080281133236	14.894249362864231	0.27336201115863	22.969969562242415
