Row.names	Gene.names	Gene.description	AvgChrs	NormPosition	Gene Length	AM_18M_F0	AM_18M_F0_P
ENSMUSG00000000028	Cdc45	cell division cycle 45	15.191392365	0.191392365214939	14.944895039677872	1.4173936166798002	23.76991238207992
ENSMUSG00000000056	Narf	nuclear prelamin A recognition factor	10.993152268	0.9931522682976878	14.18324767486776	3.781370375341061	23.468189978887498
ENSMUSG00000000058	Cav2	caveolin 2	5.115437082	0.11543708240739038	12.953105150591341	7.103410350008018	25.149442623967875
ENSMUSG00000000078	Klf6	Kruppel-like factor 6	12.048711660999999	0.04871166053469842	13.121533517340032	8.63133628296675	26.071679131769656
ENSMUSG00000000085	Scmh1	sex comb on midleg homolog 1	3.769721958	0.7697219580612675	16.930471704231547	4.235043041007049	23.27053543929517
ENSMUSG00000000127	Fer	fer (fms/fps related) protein kinase	16.67396142	0.6739614195253594	17.893420043921253	3.5273396456468395	23.422294282918298
ENSMUSG00000000131	Xpo6	exportin 6	6.867366904	0.8673669039582448	16.592018976402713	6.49075977378288	23.65979530079962
ENSMUSG00000000134	Tfe3	transcription factor E3	19.045423738	0.045423738493619234	13.625937099538461	6.404435643003111	24.480981349629964
ENSMUSG00000000148	Brat1	BRCA1-associated ATM activator 1	4.926746059	0.9267460588912608	13.810571634741146	5.5232556605167815	23.961735001054173
ENSMUSG00000000149	Gna12	guanine nucleotide binding protein, alpha 12	4.927287599	0.9272875985305176	16.136170073426182	7.121626041852889	24.08559681739187
ENSMUSG00000000154	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	6.986558688	0.9865586881935776	14.64374347482167	4.4921508420743	23.47828414838909
ENSMUSG00000000171	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	8.406116135	0.4061161348948607	12.863992637170805	6.589213950268049	24.839611533269228
ENSMUSG00000000184	Ccnd2	cyclin D2	5.849082478	0.8490824778341021	14.722327264280164	8.05954219872811	25.150696362157706
ENSMUSG00000000194	Gpr107	G protein-coupled receptor 107	1.171242619	0.1712426193717816	16.020176964696535	6.26776132886938	23.709442569348518
ENSMUSG00000000216	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	6.837116719	0.8371167192430323	15.053077387099254	0.319064771040007	23.972451860186293
ENSMUSG00000000244	Tspan32	tetraspanin 32	6.983298339	0.9832983386119636	13.833483105659585	5.26351298225103	23.84713596294408
ENSMUSG00000000266	Mid2	midline 2	19.822750911	0.8227509106388767	16.65390868036994	1.5195476680282198	23.87063472642967
ENSMUSG00000000282	Mnt	max binding protein	10.613014118999999	0.6130141186524923	13.853796870064917	5.8787112699155495	24.119867431109377
ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase	10.491540805	0.4915408053058004	16.21133699091777	0.325379999187049	24.067555516025323
ENSMUSG00000000325	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	15.187130095	0.18713009545232714	15.845833042278075	2.32222584063198	23.611947685750646
ENSMUSG00000000339	Rtca	RNA 3'-terminal phosphate cyclase	2.727935631	0.7279356313384281	14.232196050698201	4.52821805511007	23.549293650988453
ENSMUSG00000000346	Dazap2	DAZ associated protein 2	14.96707508	0.967075080049308	12.401946123976536	8.59601358245903	26.267100192589712
ENSMUSG00000000365	Rnf17	ring finger protein 17	13.452063987999999	0.4520639877374821	16.901845030201912	1.4173936166798002	23.91893247851078
ENSMUSG00000000420	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1	17.267313953	0.2673139532356936	16.31405211919332	6.28268327796453	23.643779567564128
ENSMUSG00000000439	Mkrn2	makorin, ring finger protein, 2	5.772104513	0.7721045134833016	14.338875632131565	4.46693975936674	23.520766021688658
ENSMUSG00000000440	Pparg	peroxisome proliferator activated receptor gamma	5.770858405	0.7708584048679741	16.982013149892126	7.30782616918764	23.9305941152526
ENSMUSG00000000441	Raf1	v-raf-leukemia viral oncogene 1	5.772338845	0.7723388450538988	15.837825009196694	7.2243777777544596	24.237316715807136
ENSMUSG00000000489	Pdgfb	platelet derived growth factor, B polypeptide	14.768959937	0.7689599373570822	14.221511601331745	3.16363763651526	23.474669622691803
ENSMUSG00000000530	Acvrl1	activin A receptor, type II-like 1	14.972062158	0.9720621583135968	14.037375357763239	6.52621891089213	24.421779604960076
ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B	14.972609490999998	0.9726094909075932	15.273832015733669	7.11855203990428	24.363007586547226
ENSMUSG00000000552	Zfp385a	zinc finger protein 385A	14.993111634000002	0.9931116338295785	14.677169057716116	6.756987301149759	24.34919447965962
ENSMUSG00000000579	Dynlt1c	dynein light chain Tctex-type 1C	16.069543239	0.06954323911463885	12.984240425230123	2.90516980568728	23.565305068602537
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor	10.141407421	0.1414074205515198	13.501464025860455	5.39856337232963	23.98561479721766
ENSMUSG00000000600	Krit1	KRIT1, ankyrin repeat containing	4.02518775	0.025187749592181456	15.371095967259532	4.35678672154608	23.37079496719156
